ID;Date From;Date To;Lead Time;Process Type;Type;Team
60821; 2011-09-20; 2011-09-20;45; Kanban;Feature; Setup+DB
60822; 2011-09-20; 2011-09-20;17; Kanban;Bug; Neon
60823; 2011-09-20; 2011-09-20;3; Kanban;Bug; Radon
60824; 2011-09-20; 2011-09-20;2; Kanban;Bug; Frontend
60825; 2011-09-20; 2011-09-20;6; Kanban;Bug; Neon
60829; 2011-09-20; 2011-09-20;17; Kanban;Bug; Neon
60833; 2011-11-17; 2011-11-17;6; Kanban;Bug; Radon
60835; 2011-09-20; 2011-09-20;21; Kanban;Feature; Frontend
60836; 2011-09-27; 2011-09-27;9; Kanban;Bug; Xenon
60837; 2011-10-12; 2011-10-12;9; Kanban;Bug; Frontend
60839; 2011-09-20; 2011-09-20;10; Kanban;Bug; Neon
60840; 2011-09-22; 2011-09-22;13; Kanban;Bug; Radon
60841; 2011-09-23; 2011-09-23;39; Kanban;Feature; Automation
60842; 2011-09-20; 2011-09-20;7; Kanban;Feature; Krypton
60843; 2012-06-25; 2012-06-25;9; Kanban;Bug; Argon
60844; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60845; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60846; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60847; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60848; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60849; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60850; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60851; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60852; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60853; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60854; 2011-09-21; 2011-09-21;7; Kanban;Feature; IT
60855; 2011-09-21; 2011-09-21;3; Kanban;Feature; Radon
60856; 2011-09-21; 2011-09-21;9; Kanban;Feature; Radon
60857; 2011-09-21; 2011-09-21;40; Kanban;Feature; Automation
60858; 2011-09-22; 2011-09-22;18; Kanban;Feature; Frontend
60859; 2011-09-22; 2011-09-22;26; Kanban;Bug; Frontend
60862; 2011-09-27; 2011-09-27;4; Kanban;Feature; Setup+DB
60865; 2011-09-21; 2011-09-21;1; Kanban;Feature; Argon
60866; 2011-09-21; 2011-09-21;5; Kanban;Bug; Argon
60867; 2011-10-26; 2011-10-26;10; Kanban;Bug; Neon
60868; 2011-10-11; 2011-10-11;4; Kanban;Bug; Neon
60870; 2011-09-26; 2011-09-26;4; Kanban;Bug; Neon
60871; 2011-09-27; 2011-09-27;70; Kanban;Bug; Neon
60873; 2011-09-27; 2011-09-27;16; Kanban;Feature; Setup+DB
60874; 2011-09-28; 2011-09-28;10; Kanban;Bug; Neon
60875; 2011-09-21; 2011-09-21;35; Kanban;Feature; Setup+DB
60877; 2011-11-01; 2011-11-01;1; Kanban;Feature; Setup+DB
60878; 2011-09-21; 2011-09-21;1; Kanban;Feature; IT
60879; 2011-09-21; 2011-09-21;8; Kanban;Feature; Setup+DB
60883; 2012-04-13; 2012-04-13;15; Kanban;Feature; Xenon
60888; 2012-06-14; 2012-06-14;7; Kanban;Bug; Argon
60890; 2011-09-22; 2011-09-22;6; Kanban;Feature; IT
60892; 2011-09-23; 2011-09-23;1; Kanban;Bug; Krypton
60893; 2012-07-18; 2012-07-18;7; Kanban;Bug; Xenon
60894; 2011-09-22; 2011-09-22;22; Kanban;Feature; Setup+DB
60895; 2011-09-28; 2011-09-28;3; Kanban;Feature; IT
60899; 2011-09-22; 2011-09-22;5; Kanban;Feature; Setup+DB
60900; 2011-09-22; 2011-09-22;4; Kanban;Feature; IT
60901; 2011-09-22; 2011-09-22;21; Kanban;Feature; Setup+DB
60902; 2011-09-22; 2011-09-22;7; Kanban;Feature; Setup+DB
60903; 2011-09-22; 2011-09-22;12; Kanban;Bug; Frontend
60904; 2011-09-22; 2011-09-22;9; Kanban;Feature; Neon
60905; 2011-09-23; 2011-09-23;1; Kanban;Bug; Argon
60908; 2011-09-30; 2011-09-30;12; Kanban;Feature; Setup+DB
60909; 2011-09-22; 2011-09-22;4; Kanban;Bug; Argon
60910; 2011-09-22; 2011-09-22;27; Kanban;Feature; Automation
60911; 2011-09-22; 2011-09-22;6; Kanban;Bug; Frontend
60912; 2011-09-22; 2011-09-22;1; Kanban;Bug; Argon
60913; 2011-09-22; 2011-09-22;2; Kanban;Bug; Argon
60914; 2011-09-27; 2011-09-27;2; Kanban;Bug; Argon
60915; 2011-09-23; 2011-09-23;18; Kanban;Bug; Frontend
60916; 2011-09-27; 2011-09-27;1; Kanban;Bug; Neon
60917; 2011-09-23; 2011-09-23;38; Kanban;Feature; Automation
60918; 2011-09-23; 2011-09-23;4; Kanban;Bug; Krypton
60920; 2011-09-30; 2011-09-30;8; Kanban;Bug; Radon
60921; 2011-09-23; 2011-09-23;3; Kanban;Feature; IT
60927; 2011-09-23; 2011-09-23;53; Kanban;Feature;
60929; 2011-09-26; 2011-09-26;18; Kanban;Feature; IT
60933; 2011-09-26; 2011-09-26;9; Kanban;Bug; Frontend
60934; 2011-09-26; 2011-09-26;1; Kanban;Feature; IT
60936; 2011-09-27; 2011-09-27;2; Kanban;Feature; IT
60937; 2011-10-07; 2011-10-10;5; Kanban;Feature; Setup+DB
60938; 2011-09-26; 2011-09-26;35; Kanban;Feature; Automation
60940; 2011-09-27; 2011-09-27;2; Kanban;Feature; IT
60941; 2011-10-03; 2011-10-03;1; Kanban;Feature; IT
60943; 2011-09-27; 2011-09-27;8; Kanban;Bug; Radon
60945; 2011-09-26; 2011-09-26;1; Kanban;Feature; Setup+DB
60947; 2011-09-26; 2011-09-26;12; Kanban;Bug; Krypton
60949; 2012-04-13; 2012-04-13;1; Kanban;Bug; Argon
60950; 2013-01-03; 2013-01-03;2; Kanban;Bug; Helium
60953; 2011-09-28; 2011-09-28;20; Kanban;Bug; Frontend
60954; 2011-09-30; 2011-09-30;12; Kanban;Bug; Neon
60955; 2011-09-27; 2011-09-27;14; Kanban;Bug; Frontend
60956; 2011-09-26; 2011-09-26;35; Kanban;Feature; Automation
60957; 2011-09-26; 2011-09-26;1; Kanban;Feature; Setup+DB
60958; 2011-09-26; 2011-09-26;9; Kanban;Bug; Krypton
60959; 2011-09-28; 2011-09-28;8; Kanban;Bug; ProArc
60960; 2011-10-20; 2011-10-20;14; Kanban;Feature;360
60961; 2011-10-28; 2011-10-28;10; Kanban;Feature;360
60962; 2011-11-02; 2011-11-02;3; Kanban;Feature;360
60963; 2011-10-21; 2011-10-21;1; Kanban;Feature;360
60964; 2011-10-28; 2011-10-28;1; Kanban;Feature;360
60965; 2011-10-26; 2011-10-26;1; Kanban;Feature;360
60966; 2011-10-27; 2011-10-27;5; Kanban;Feature;360
60967; 2011-10-26; 2011-10-26;6; Kanban;Feature;360
60968; 2011-10-28; 2011-10-28;1; Kanban;Feature;360
60969; 2011-10-28; 2011-10-28;7; Kanban;Feature;360
60970; 2011-10-26; 2011-10-26;1; Kanban;Feature;360
60971; 2011-10-26; 2011-10-26;10; Kanban;Feature;360
60972; 2011-10-28; 2011-10-28;8; Kanban;Feature;360
60973; 2011-10-19; 2011-10-19;2; Kanban;Feature;360
60974; 2011-10-28; 2011-10-28;1; Kanban;Feature;360
60975; 2011-10-28; 2011-10-28;1; Kanban;Feature;360
60976; 2011-11-03; 2011-11-03;2; Kanban;Feature;360
60977; 2011-10-31; 2011-10-31;4; Kanban;Feature;360
60978; 2011-10-19; 2011-10-19;10; Kanban;Feature;360
60979; 2011-10-24; 2011-10-24;5; Kanban;Feature;360
60980; 2011-11-03; 2011-11-03;2; Kanban;Feature;360
60981; 2011-10-31; 2011-10-31;5; Kanban;Feature;360
60982; 2011-10-26; 2011-10-26;1; Kanban;Feature;360
60983; 2011-10-28; 2011-10-28;4; Kanban;Feature;360
60984; 2011-10-26; 2011-10-26;9; Kanban;Feature;360
60985; 2011-10-18; 2011-10-18;11; Kanban;Feature;360
60986; 2011-11-03; 2011-11-03;2; Kanban;Feature;360
60987; 2011-10-19; 2011-10-19;3; Kanban;Feature;360
60988; 2011-11-02; 2011-11-02;2; Kanban;Feature;360
60989; 2011-11-02; 2011-11-02;1; Kanban;Feature;360
60990; 2011-10-18; 2011-10-18;17; Kanban;Feature;360
60991; 2011-10-28; 2011-10-28;4; Kanban;Feature;360
60992; 2011-10-28; 2011-10-28;3; Kanban;Feature;360
60993; 2011-10-18; 2011-10-18;4; Kanban;Feature;360
60994; 2011-11-02; 2011-11-02;3; Kanban;Feature;360
60995; 2011-10-19; 2011-10-19;3; Kanban;Feature;360
60996; 2011-10-21; 2011-10-21;1; Kanban;Feature;360
60997; 2011-10-28; 2011-10-28;6; Kanban;Feature;360
60998; 2011-10-20; 2011-10-20;9; Kanban;Feature;360
60999; 2011-11-02; 2011-11-02;3; Kanban;Feature;360
61000; 2011-11-05; 2011-11-05;1; Kanban;Feature;360
61001; 2011-10-24; 2011-10-24;12; Kanban;Feature;360
61003; 2011-10-27; 2011-10-27;1; Kanban;Feature;360
61005; 2011-11-04; 2011-11-04;5; Kanban;Feature;360
61006; 2011-11-02; 2011-11-02;2; Kanban;Feature;360
61007; 2011-11-04; 2011-11-04;1; Kanban;Feature;360
61008; 2011-10-28; 2011-10-28;8; Kanban;Feature;360
61009; 2011-11-04; 2011-11-04;1; Kanban;Feature;360
61010; 2011-10-31; 2011-10-31;3; Kanban;Feature;360
61011; 2011-10-28; 2011-10-28;10; Kanban;Feature;360
61012; 2011-10-26; 2011-10-26;8; Kanban;Feature;360
61013; 2011-11-06; 2011-11-06;2; Kanban;Feature;360
61014; 2011-11-03; 2011-11-03;1; Kanban;Feature;360
61015; 2011-11-05; 2011-11-05;4; Kanban;Feature;360
61016; 2011-11-05; 2011-11-05;2; Kanban;Feature;360
61017; 2011-09-27; 2011-09-27;2; Kanban;Bug; ProArc
61018; 2011-11-22; 2011-11-22;63; Kanban;Feature; UI
61019; 2011-09-26; 2011-09-26;17; Kanban;Feature; Setup+DB
61025; 2011-09-27; 2011-09-27;17; Kanban;Feature; Frontend
61026; 2011-09-27; 2011-09-27;8; Kanban;Feature; Frontend
61027; 2011-09-27; 2011-09-27;2; Kanban;Feature; IT
61028; 2011-09-27; 2011-09-27;13; Kanban;Feature; IT
61029; 2011-09-27; 2011-09-27;1; Kanban;Feature; IT
61030; 2011-10-11; 2011-10-11;7; Kanban;Bug; Neon
61031; 2011-09-27; 2011-09-27;7; Kanban;Bug; Frontend
61032; 2011-10-03; 2011-10-03;3; Kanban;Bug; Frontend
61033; 2011-09-27; 2011-09-27;7; Kanban;Bug; Frontend
61034; 2011-10-05; 2011-10-05;10; Kanban;Bug; Frontend
61036; 2011-09-28; 2011-09-28;2; Kanban;Bug; SP4 release
61037; 2011-09-29; 2011-09-29;7; Kanban;Bug; Argon
61040; 2011-09-27; 2011-09-27;4; Kanban;Bug; Setup+DB
61041; 2011-09-28; 2011-09-28;7; Kanban;Feature; IT
61043; 2011-09-27; 2011-09-27;1; Kanban;Feature; IT
61044; 2011-09-29; 2011-09-29;9; Kanban;Bug; Radon
61048; 2012-03-06; 2012-03-06;9; Kanban;Bug; Neon
61050; 2012-03-06; 2012-03-06;22; Kanban;Bug; Neon
61052; 2011-09-27; 2011-09-27;2; Kanban;Feature; IT
61053; 2011-09-28; 2011-09-28;2; Kanban;Feature; IT
61055; 2011-09-28; 2011-09-28;6; Kanban;Bug; Argon
61056; 2011-09-28; 2011-09-28;56; Kanban;Bug; Argon
61057; 2011-09-27; 2011-09-27;1; Kanban;Feature; IT
61059; 2011-09-27; 2011-09-27;34; Kanban;Feature; Automation
61064; 2011-09-29; 2011-09-29;5; Kanban;Feature; IT
61067; 2011-09-29; 2011-09-29;7; Kanban;Feature; IT
61069; 2011-09-29; 2011-09-29;6; Kanban;Bug; Radon
61071; 2011-09-28; 2011-09-28;8; Kanban;Bug; Frontend
61074; 2011-11-11; 2011-11-11;1; Kanban;Feature; IT
61082; 2011-09-28; 2011-09-28;8; Kanban;Bug;
61083; 2011-09-28; 2011-09-28;5; Kanban;Bug; Krypton
61084; 2011-09-29; 2011-09-29;14; Kanban;Bug; Neon
61086; 2011-09-29; 2011-09-29;6; Kanban;Bug; Radon
61088; 2011-09-28; 2011-09-28;33; Kanban;Feature; Automation
61090; 2011-10-20; 2011-10-20;43; Kanban;Feature; Automation
61091; 2011-09-29; 2011-09-29;32; Kanban;Feature; Automation
61092; 2011-09-29; 2011-09-29;1; Kanban;Feature; IT
61093; 2011-09-29; 2011-09-29;6; Kanban;Feature; IT
61094; 2011-10-10; 2011-10-10;9; Kanban;Bug; Frontend
61096; 2011-10-21; 2011-10-21;1; Kanban;Feature; Documentation
61097; 2011-10-04; 2011-10-04;1; Kanban;Feature; Documentation
61098; 2011-09-29; 2011-09-29;4; Kanban;Feature; IT
61099; 2011-10-03; 2011-10-03;3; Kanban;Bug;
61101; 2011-10-06; 2011-10-06;6; Kanban;Bug; Argon
61102; 2011-11-10; 2011-11-10;1; Kanban;Bug; Argon
61103; 2011-09-29; 2011-09-29;4; Kanban;Bug; Neon
61104; 2011-10-07; 2011-10-07;54; Kanban;Bug; UI
61105; 2011-09-30; 2011-09-30;21; Kanban;Bug; Xenon
61106; 2011-09-30; 2011-09-30;101; Kanban;Feature; PA Automation
61107; 2011-09-30; 2011-09-30;6; Kanban;Feature; Frontend
61108; 2011-09-30; 2011-09-30;18; Kanban;Feature; Radon
61109; 2011-10-07; 2011-10-07;25; Kanban;Feature; Automation
61110; 2011-10-04; 2011-10-04;2; Kanban;Feature; IT
61111; 2011-09-30; 2011-09-30;81; Kanban;Feature; Automation
61113; 2011-10-03; 2011-10-03;15; Kanban;Bug;
61114; 2011-10-03; 2011-10-03;8; Kanban;Bug; Frontend
61115; 2011-10-03; 2011-10-03;8; Kanban;Bug; Frontend
61116; 2011-09-30; 2011-09-30;1; Kanban;Bug; Frontend
61117; 2011-09-30; 2011-09-30;12; Kanban;Bug; Setup+DB
61120; 2011-09-30; 2011-09-30;4; Kanban;Bug; Neon
61122; 2011-09-30; 2011-09-30;11; Kanban;Bug; Argon
61123; 2011-10-03; 2011-10-03;39; Kanban;Bug; Argon
61124; 2011-09-30; 2011-09-30;11; Kanban;Bug; Argon
61125; 2011-09-30; 2011-09-30;42; Kanban;Bug; Argon
61126; 2011-10-03; 2011-10-03;198; Kanban;Bug; Argon
61129; 2011-10-06; 2011-10-06;8; Kanban;Bug; Frontend
61130; 2011-10-11; 2011-10-11;1; Kanban;Bug; Argon
61133; 2011-10-04; 2011-10-04;8; Kanban;Feature; Setup+DB
61135; 2011-10-17; 2011-10-17;15; Kanban;Feature; Krypton
61136; 2011-10-04; 2011-10-04;8; Kanban;Feature; Krypton
61138; 2011-10-03; 2011-10-03;3; Kanban;Feature; Krypton
61139; 2011-10-03; 2011-10-03;3; Kanban;Feature; IT
61140; 2011-10-03; 2011-10-03;1; Kanban;Bug; Neon
61141; 2011-09-30; 2011-09-30;41; Kanban;Bug; Argon
61142; 2011-09-30; 2011-09-30;1; Kanban;Bug; Neon
61144; 2011-12-01; 2011-12-01;33; Kanban;Bug; Radon
61145; 2011-12-19; 2011-12-19;15; Kanban;Bug; Radon
61147; 2011-10-03; 2011-10-03;14; Kanban;Feature; Documentation
61148; 2011-10-05; 2011-10-05;13; Kanban;Feature; Documentation
61149; 2011-10-19; 2011-10-19;7; Kanban;Feature; Documentation
61150; 2011-10-19; 2011-10-19;7; Kanban;Feature; Documentation
61151; 2011-10-12; 2011-10-12;13; Kanban;Feature; Documentation
61152; 2011-10-17; 2011-10-17;35; Kanban;Feature; Documentation
61153; 2011-10-01; 2011-10-01;4; Kanban;Feature; Radon
61155; 2011-10-03; 2011-10-03;17; Kanban;Feature; Argon
61156; 2011-10-07; 2011-10-07;14; Kanban;Feature; Argon
61157; 2011-10-03; 2011-10-03;15; Kanban;Feature; Argon
61158; 2011-10-03; 2011-10-03;15; Kanban;Feature; Argon
61160; 2011-10-11; 2011-10-11;9; Kanban;Feature; Argon
61161; 2011-10-03; 2011-10-03;15; Kanban;Feature; Argon
61162; 2011-10-03; 2011-10-03;17; Kanban;Bug; Frontend
61163; 2011-10-04; 2011-10-04;4; Kanban;Bug; Radon
61164; 2011-10-04; 2011-10-04;1; Kanban;Feature; Setup+DB
61165; 2011-10-03; 2011-10-03;73; Kanban;Feature; Setup+DB
61166; 2011-10-11; 2011-10-11;7; Kanban;Bug; Argon
61167; 2011-10-07; 2011-10-10;11; Kanban;Bug; Argon
61168; 2011-10-06; 2011-10-06;211; Kanban;Bug; Argon
61171; 2012-11-24; 2012-11-26;3; Kanban;Bug; Helium
61179; 2012-01-25; 2012-01-25;162; Kanban;Bug; Argon
61182; 2011-10-05; 2011-10-05;9; Kanban;Feature; Setup+DB
61183; 2011-10-17; 2011-10-17;18; Kanban;Feature; Neon
61184; 2011-10-03; 2011-10-03;1; Kanban;Bug; Krypton
61186; 2011-10-27; 2011-10-27;41; Kanban;Bug; Neon
61187; 2011-10-04; 2011-10-04;10; Kanban;Feature; Setup+DB
61188; 2012-03-09; 2012-03-09;6; Kanban;Bug; Neon
61189; 2011-10-06; 2011-10-06;3; Kanban;Bug; Krypton
61191; 2011-10-05; 2011-10-05;13; Kanban;Feature; Documentation
61196; 2011-10-04; 2011-10-04;5; Kanban;Bug; Neon
61197; 2011-10-04; 2011-10-04;8; Kanban;Feature; IT
61199; 2011-10-04; 2011-10-04;7; Kanban;Bug; Documentation
61200; 2011-10-04; 2011-10-04;29; Kanban;Feature; IT
61201; 2011-10-05; 2011-10-05;1; Kanban;Feature; IT
61202; 2011-10-05; 2011-10-05;49; Kanban;Feature; UI
61203; 2011-10-04; 2011-10-04;7; Kanban;Bug; Argon
61204; 2011-10-04; 2011-10-04;35; Kanban;Bug; ProArc
61206; 2011-10-04; 2011-10-04;42; Kanban;Feature;
61207; 2011-10-04; 2011-10-04;7; Kanban;Bug; Argon
61208; 2011-10-04; 2011-10-04;38; Kanban;Bug; Argon
61210; 2011-10-05; 2011-10-05;1; Kanban;Feature; IT
61213; 2011-10-04; 2011-10-04;2; Kanban;Bug; Xenon
61214; 2011-10-05; 2011-10-05;1; Kanban;Feature; IT
61215; 2012-01-16; 2012-01-16;2; Kanban;Bug; Neon
61218; 2012-02-28; 2012-02-28;4; Kanban;Bug; Neon
61221; 2011-10-04; 2011-10-04;16; Kanban;Bug; Argon
61226; 2012-02-17; 2012-02-17;13; Kanban;Bug; Platinum
61227; 2011-10-05; 2011-10-06;8; Kanban;Bug; Neon
61228; 2011-10-05; 2011-10-05;17; Kanban;Feature; Frontend
61229; 2011-10-28; 2011-10-28;7; Kanban;Feature; Argon
61231; 2011-10-04; 2011-10-04;6; Kanban;Bug; Radon
61232; 2011-10-05; 2011-10-05;1; Kanban;Feature; IT
61233; 2011-10-05; 2011-10-05;1; Kanban;Feature;
61234; 2011-10-05; 2011-10-05;5; Kanban;Feature; IT
61235; 2011-10-05; 2011-10-05;5; Kanban;Feature; IT
61236; 2011-10-05; 2011-10-05;15; Kanban;Bug; Xenon
61237; 2011-10-07; 2011-10-07;4; Kanban;Feature; Frontend
61238; 2011-10-17; 2011-10-17;8; Kanban;Feature; Documentation
61240; 2011-10-07; 2011-10-07;14; Kanban;Feature; Argon
61241; 2011-10-17; 2011-10-17;22; Kanban;Feature; Documentation
61243; 2011-10-19; 2011-10-19;7; Kanban;Feature; Documentation
61245; 2011-11-21; 2011-11-21;1; Kanban;Feature; Documentation
61247; 2012-12-17; 2012-12-17;10; Kanban;Feature; Helium
61249; 2012-04-21; 2012-04-23;20; Kanban;Feature; Argon
61250; 2011-10-05; 2011-10-05;15; Kanban;Bug; ProArc
61252; 2011-12-02; 2011-12-02;1; Kanban;Bug; Frontend
61254; 2011-10-17; 2011-10-17;1; Kanban;Feature; Setup+DB
61256; 2011-11-14; 2011-11-14;1; Kanban;Bug;
61257; 2011-10-11; 2011-10-11;3; Kanban;Bug; Krypton
61258; 2011-10-11; 2011-10-11;3; Kanban;Bug; Krypton
61259; 2011-10-11; 2011-10-11;2; Kanban;Feature; Setup+DB
61261; 2012-05-05; 2012-05-07;46; Kanban;Feature; Argon
61264; 2012-03-20; 2012-03-20;10; Kanban;Feature; Radon
61269; 2012-10-16; 2012-10-16;4; Kanban;Bug; Xenon
61271; 2011-11-14; 2011-11-14;7; Kanban;Bug; Neon
61272; 2011-10-07; 2011-10-07;4; Kanban;Feature; IT
61273; 2011-10-07; 2011-10-10;7; Kanban;Bug; Frontend
61274; 2011-10-07; 2011-10-10;7; Kanban;Bug; Frontend
61275; 2011-10-11; 2011-10-11;8; Kanban;Bug; Frontend
61276; 2011-10-07; 2011-10-10;6; Kanban;Bug; Frontend
61277; 2011-10-07; 2011-10-07;7; Kanban;Feature; Xenon
61278; 2011-10-07; 2011-10-10;6; Kanban;Bug; Frontend
61279; 2011-10-19; 2011-10-19;47; Kanban;Bug; Neon
61280; 2011-10-07; 2011-10-07;12; Kanban;Bug; Neon
61284; 2011-10-07; 2011-10-10;4; Kanban;Bug; Argon
61288; 2011-10-07; 2011-10-10;11; Kanban;Bug; Argon
61289; 2011-10-07; 2011-10-10;4; Kanban;Bug; Argon
61293; 2011-10-11; 2011-10-11;2; Kanban;Feature; Setup+DB
61295; 2012-10-13; 2012-10-15;4; Kanban;Feature; Xenon
61296; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61297; 2011-10-07; 2011-10-07;3; Kanban;Feature; IT
61298; 2011-10-07; 2011-10-07;3; Kanban;Feature; IT
61299; 2011-10-08; 2011-10-10;6; Kanban;Bug; Radon
61300; 2011-10-11; 2011-10-11;4; Kanban;Bug; Radon
61301; 2011-10-10; 2011-10-10;5; Kanban;Feature; IT
61302; 2011-10-10; 2011-10-10;5; Kanban;Feature; IT
61303; 2011-10-10; 2011-10-10;2; Kanban;Feature; IT
61304; 2011-10-12; 2011-10-12;51; Kanban;Feature; Automation
61305; 2011-10-10; 2011-10-10;2; Kanban;Feature; IT
61306; 2011-10-10; 2011-10-10;7; Kanban;Bug; Argon
61307; 2011-10-10; 2011-10-10;85; Kanban;Feature; PA Automation
61308; 2011-10-10; 2011-10-10;4; Kanban;Feature; IT
61311; 2011-10-10; 2011-10-10;8; Kanban;Bug; Argon
61312; 2011-10-10; 2011-10-10;1; Kanban;Feature; IT
61314; 2011-10-10; 2011-10-10;8; Kanban;Bug; ProArc
61317; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61319; 2011-10-10; 2011-10-10;2; Kanban;Bug; Neon
61320; 2011-10-10; 2011-10-10;3; Kanban;Bug; Argon
61321; 2012-06-30; 2012-07-02;11; Kanban;Bug; Xenon
61324; 2011-10-11; 2011-10-11;2; Kanban;Feature; Setup+DB
61329; 2012-01-18; 2012-01-18;6; Kanban;Bug; Argon
61330; 2012-04-26; 2012-04-26;9; Kanban;Bug; Xenon
61331; 2011-10-10; 2011-10-10;2; Kanban;Feature; Krypton
61333; 2011-10-10; 2011-10-10;5; Kanban;Feature; Setup+DB
61335; 2011-11-14; 2011-11-14;33; Kanban;Bug; Argon
61336; 2011-12-21; 2011-12-21;3; Kanban;Bug; Xenon
61337; 2011-12-14; 2011-12-14;8; Kanban;Bug; Xenon
61339; 2011-11-09; 2011-11-09;14; Kanban;Bug; Xenon
61341; 2011-11-10; 2011-11-10;14; Kanban;Bug; Argon
61343; 2011-10-10; 2011-10-10;4; Kanban;Feature; IT
61344; 2011-10-10; 2011-10-10;8; Kanban;Bug;
61345; 2011-10-10; 2011-10-10;2; Kanban;Feature; IT
61346; 2011-12-06; 2011-12-06;18; Kanban;Bug; Argon
61347; 2011-10-11; 2011-10-11;7; Kanban;Bug; Argon
61349; 2011-10-17; 2011-10-17;15; Kanban;Feature; Krypton
61350; 2011-11-05; 2011-11-05;6; Kanban;Feature; Krypton
61351; 2011-10-11; 2011-10-11;3; Kanban;Feature; IT
61352; 2011-10-11; 2011-10-11;3; Kanban;Feature; IT
61353; 2011-10-10; 2011-10-10;1; Kanban;Bug; Setup+DB
61354; 2011-10-11; 2011-10-11;9; Kanban;Feature; IT
61355; 2011-10-11; 2011-10-11;8; Kanban;Feature; IT
61356; 2011-10-11; 2011-10-11;7; Kanban;Bug;
61357; 2011-10-11; 2011-10-11;7; Kanban;Bug; Neon
61358; 2011-10-11; 2011-10-11;3; Kanban;Feature; IT
61359; 2011-10-11; 2011-10-11;2; Kanban;Feature; Setup+DB
61360; 2011-10-11; 2011-10-11;2; Kanban;Feature; Setup+DB
61361; 2011-10-11; 2011-10-11;1; Kanban;Feature; Argon
61362; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61363; 2011-10-11; 2011-10-11;3; Kanban;Bug; Neon
61364; 2011-10-11; 2011-10-11;22; Kanban;Feature; Neon
61366; 2011-10-11; 2011-10-11;2; Kanban;Bug; Neon
61368; 2011-10-11; 2011-10-11;2; Kanban;Feature; Setup+DB
61373; 2012-01-30; 2012-01-30;3; Kanban;Bug;360
61376; 2011-10-14; 2011-10-14;12; Kanban;Feature; Neon
61378; 2011-10-11; 2011-10-11;1; Kanban;Feature; Setup+DB
61379; 2011-11-06; 2011-11-06;2; Kanban;Bug;360
61382; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61383; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61385; 2012-01-23; 2012-01-23;5; Kanban;Bug; Argon
61386; 2011-10-11; 2011-10-11;7; Kanban;Bug; Neon
61388; 2011-10-31; 2011-10-31;11; Kanban;Feature; Krypton
61389; 2011-10-24; 2011-10-24;17; Kanban;Feature; Krypton
61390; 2011-10-12; 2011-10-12;15; Kanban;Feature; Krypton
61391; 2011-10-12; 2011-10-12;30; Kanban;Feature; Krypton
61393; 2011-10-14; 2011-10-14;28; Kanban;Feature; Krypton
61394; 2011-10-12; 2011-10-12;6; Kanban;Feature; IT
61395; 2011-10-12; 2011-10-12;6; Kanban;Bug; Argon
61396; 2011-10-13; 2011-10-13;7; Kanban;Bug; Argon
61397; 2011-10-12; 2011-10-12;6; Kanban;Bug; Argon
61398; 2011-10-11; 2011-10-11;6; Kanban;Bug; Argon
61399; 2011-10-12; 2011-10-12;5; Kanban;Bug; Argon
61400; 2011-10-24; 2011-10-24;10; Kanban;Bug; Argon
61402; 2011-10-12; 2011-10-12;6; Kanban;Feature; Setup+DB
61403; 2011-10-12; 2011-10-12;6; Kanban;Feature; Argon
61404; 2011-10-12; 2011-10-12;1; Kanban;Feature; IT
61405; 2011-10-12; 2011-10-12;20; Kanban;Feature; Automation
61406; 2011-10-12; 2011-10-12;5; Kanban;Feature; IT
61407; 2011-10-13; 2011-10-13;21; Kanban;Feature; Frontend
61408; 2011-11-08; 2011-11-08;16; Kanban;Feature; Frontend
61409; 2011-10-18; 2011-10-18;21; Kanban;Feature; Frontend
61410; 2011-10-12; 2011-10-12;1; Kanban;Feature; IT
61411; 2011-10-12; 2011-10-12;6; Kanban;Bug; Argon
61412; 2012-05-09; 2012-05-09;2; Kanban;Bug; Argon
61413; 2011-10-13; 2011-10-13;5; Kanban;Bug;
61417; 2011-10-13; 2011-10-13;5; Kanban;Bug; Neon
61418; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61419; 2011-10-12; 2011-10-12;5; Kanban;Feature; Frontend
61422; 2011-10-12; 2011-10-12;6; Kanban;Bug; Frontend
61424; 2011-10-12; 2011-10-12;8; Kanban;Bug;
61425; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61426; 2011-10-12; 2011-10-12;1; Kanban;Feature; Setup+DB
61427; 2011-10-13; 2011-10-13;8; Kanban;Feature; Argon
